short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions,player_face_url
A. Odimayo,21,England,63,73,Swindon Town,1000000.0,2000.0,CB,https://cdn.sofifa.net/players/244/126/22_120.png
G. Kilama,22,Cameroon,63,73,Chamois Niortais Football Club,1000000.0,1000.0,CB,https://cdn.sofifa.net/players/245/092/22_120.png
P. Plewka,21,Poland,63,73,Wisła Kraków,1000000.0,1000.0,CDM,https://cdn.sofifa.net/players/245/125/22_120.png
Ł. Poręba,21,Poland,63,73,Zagłębie Lubin,1000000.0,1000.0,CDM,https://cdn.sofifa.net/players/246/301/22_120.png
U. Godwin-Malife,21,England,63,73,Forest Green Rovers,1000000.0,3000.0,CB,https://cdn.sofifa.net/players/247/073/22_120.png
P. Cárdenas,21,Chile,63,73,Club de Deportes Cobresal,1000000.0,550.0,CDM,https://cdn.sofifa.net/players/247/404/22_120.png
H. Quintana,19,Paraguay,63,73,Club Olimpia,1000000.0,500.0,CM,https://cdn.sofifa.net/players/248/871/22_120.png
O. Villadsen,19,Denmark,63,73,FC Nordsjælland,1000000.0,1000.0,RWB,https://cdn.sofifa.net/players/251/908/22_120.png
B. Wdowik,20,Poland,63,73,Jagiellonia Białystok,1000000.0,1000.0,LWB,https://cdn.sofifa.net/players/255/760/22_120.png
Pedro Amador,22,Portugal,63,73,Moreirense FC,1000000.0,2000.0,LB,https://cdn.sofifa.net/players/256/044/22_120.png
S. Arce,21,Bolivia,63,73,Club Always Ready,1000000.0,500.0,CDM,https://cdn.sofifa.net/players/260/770/22_120.png
F. Bacher,21,Austria,63,73,WSG Tirol,1000000.0,2000.0,CB,https://cdn.sofifa.net/players/262/404/22_120.png
Iñaki Recio,21,Spain,63,73,Real Sociedad B,1000000.0,1000.0,LB,https://cdn.sofifa.net/players/262/507/22_120.png
B. Leyes,19,Argentina,63,73,Godoy Cruz,1000000.0,1000.0,CM,https://cdn.sofifa.net/players/263/504/22_120.png
L. Mouyokolo,20,France,63,73,FC Lorient,975000.0,3000.0,CB,https://cdn.sofifa.net/players/260/159/22_120.png
Óscar López,22,Spain,63,73,Burgos CF,925000.0,1000.0,GK,https://cdn.sofifa.net/players/235/071/22_120.png
H. Moldovan,23,Romania,63,73,Rapid București,925000.0,1000.0,GK,https://cdn.sofifa.net/players/251/136/22_120.png
João Gonçalves,20,Portugal,63,73,Boavista FC,900000.0,2000.0,GK,https://cdn.sofifa.net/players/251/995/22_120.png
L. Hornicek,18,Czech Republic,63,73,SC Braga,875000.0,500.0,GK,https://cdn.sofifa.net/players/258/936/22_120.png
K. Kairinen,22,Finland,63,72,Lillestrøm SK,1100000.0,1000.0,CM,https://cdn.sofifa.net/players/232/446/22_120.png
L. Lumeka,22,England,63,72,ESTAC Troyes,1100000.0,4000.0,LW,https://cdn.sofifa.net/players/234/614/22_120.png
A. Muskwe,22,Zimbabwe,63,72,Luton Town,1100000.0,3000.0,ST,https://cdn.sofifa.net/players/234/743/22_120.png
B. Thomas-Asante,22,England,63,72,Salford City,1100000.0,4000.0,LW,https://cdn.sofifa.net/players/235/744/22_120.png
B. Cejas,23,Argentina,63,72,Montevideo City Torque,1100000.0,500.0,CAM,https://cdn.sofifa.net/players/238/036/22_120.png
L. McCormick,22,England,63,72,AFC Wimbledon,1100000.0,2000.0,CAM,https://cdn.sofifa.net/players/238/188/22_120.png
P. López,23,Mexico,63,72,Pachuca,1100000.0,3000.0,CM,https://cdn.sofifa.net/players/239/995/22_120.png
B. Taz,22,Germany,63,72,Borussia Dortmund II,1100000.0,1000.0,CAM,https://cdn.sofifa.net/players/240/329/22_120.png
N. Zanellato,23,Italy,63,72,Crotone,1100000.0,2000.0,CM,https://cdn.sofifa.net/players/240/385/22_120.png
N. Perry,21,Sweden,63,72,Östersunds FK,1100000.0,900.0,LM,https://cdn.sofifa.net/players/240/388/22_120.png
J. Kayode,21,Republic of Ireland,63,72,Rotherham United,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/240/967/22_120.png
O. Skarsem,22,Norway,63,72,Rosenborg BK,1100000.0,2000.0,CM,https://cdn.sofifa.net/players/242/040/22_120.png
G. May,23,Uruguay,63,72,Club Nacional de Football,1100000.0,500.0,ST,https://cdn.sofifa.net/players/243/966/22_120.png
E. Ramírez,22,Argentina,63,72,Estudiantes de La Plata,1100000.0,3000.0,ST,https://cdn.sofifa.net/players/246/986/22_120.png
Fran Navarro,23,Spain,63,72,Gil Vicente FC,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/247/138/22_120.png
A. Szőke,23,Hungary,63,72,Heracles Almelo,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/251/582/22_120.png
S. Ivanov,22,Bulgaria,63,72,Chicago Fire Football Club,1100000.0,2000.0,RW,https://cdn.sofifa.net/players/252/740/22_120.png
E. Roldán,20,Argentina,63,72,Unión de Santa Fe,1100000.0,2000.0,RW,https://cdn.sofifa.net/players/256/501/22_120.png
J. Naschberger,21,Austria,63,72,WSG Tirol,1100000.0,2000.0,CM,https://cdn.sofifa.net/players/258/273/22_120.png
Miullen,23,Brazil,63,72,Gil Vicente FC,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/258/497/22_120.png
Francisco Teixeira,23,Portugal,63,72,Belenenses SAD,1100000.0,1000.0,CAM,https://cdn.sofifa.net/players/258/917/22_120.png
T. Beekman,21,Netherlands,63,72,N.E.C. Nijmegen,1100000.0,2000.0,CAM,https://cdn.sofifa.net/players/262/338/22_120.png
F. Russo,20,Argentina,63,72,Platense,1100000.0,2000.0,RM,https://cdn.sofifa.net/players/263/475/22_120.png
O. Dabbagh,22,Palestine,63,72,FC Arouca,1100000.0,2000.0,LW,https://cdn.sofifa.net/players/264/321/22_120.png
L. Rose,24,Australia,63,72,Macarthur FC,1000000.0,900.0,CDM,https://cdn.sofifa.net/players/225/053/22_120.png
W. O'Hora,22,Republic of Ireland,63,72,Milton Keynes Dons,1000000.0,2000.0,CB,https://cdn.sofifa.net/players/235/728/22_120.png
H. Özkan,23,Turkey,63,72,Yeni Malatyaspor,1000000.0,2000.0,CDM,https://cdn.sofifa.net/players/237/475/22_120.png
R. Schlegel,24,Argentina,63,72,Orlando City Soccer Club,1000000.0,1000.0,CB,https://cdn.sofifa.net/players/237/875/22_120.png
J. Díaz,22,Mexico,63,72,Club Atlético de San Luis,1000000.0,3000.0,LB,https://cdn.sofifa.net/players/237/978/22_120.png
J. Brandon,23,Scotland,63,72,Heart of Midlothian,1000000.0,1000.0,RB,https://cdn.sofifa.net/players/238/765/22_120.png
K. Appin,23,France,63,72,UD Ibiza,1000000.0,1000.0,CDM,https://cdn.sofifa.net/players/239/451/22_120.png
R. Hutton,22,England,63,72,Barrow,1000000.0,2000.0,RWB,https://cdn.sofifa.net/players/240/248/22_120.png
Wei Zhen,24,China PR,63,72,Shanghai Port FC,1000000.0,4000.0,CB,https://cdn.sofifa.net/players/241/328/22_120.png
L. Kramer,21,Netherlands,63,72,Viborg FF,1000000.0,2000.0,CB,https://cdn.sofifa.net/players/241/812/22_120.png
M. Amundsen,23,Denmark,63,72,New York City FC,1000000.0,1000.0,LB,https://cdn.sofifa.net/players/242/263/22_120.png
A. Cochrane,21,England,63,72,Heart of Midlothian,1000000.0,1000.0,LB,https://cdn.sofifa.net/players/243/589/22_120.png
L. O'Connor,20,Republic of Ireland,63,72,Tranmere Rovers,1000000.0,7000.0,RB,https://cdn.sofifa.net/players/243/840/22_120.png
R. Paparelli,24,Argentina,63,72,Club Atlético Talleres,1000000.0,3000.0,CB,https://cdn.sofifa.net/players/244/758/22_120.png
J. Key,21,England,63,72,Exeter City,1000000.0,2000.0,RWB,https://cdn.sofifa.net/players/244/870/22_120.png
A. Gürleyen,22,Germany,63,72,SV Wehen Wiesbaden,1000000.0,2000.0,CB,https://cdn.sofifa.net/players/245/252/22_120.png
K. Fobi,22,Ghana,63,72,Granada CF,1000000.0,4000.0,RB,https://cdn.sofifa.net/players/245/996/22_120.png
L. Kitching,21,England,63,72,Barnsley,1000000.0,6000.0,CB,https://cdn.sofifa.net/players/246/873/22_120.png
T. Klysner,19,Denmark,63,72,Randers FC,1000000.0,2000.0,RM,https://cdn.sofifa.net/players/248/360/22_120.png
A. Zagré,19,France,63,72,FC Utrecht,1000000.0,4000.0,LB,https://cdn.sofifa.net/players/248/604/22_120.png
N. Guinness-Walker,21,England,63,72,AFC Wimbledon,1000000.0,1000.0,LB,https://cdn.sofifa.net/players/248/880/22_120.png
B. Mitchell,20,England,63,72,Millwall,1000000.0,2000.0,CM,https://cdn.sofifa.net/players/251/560/22_120.png
A. Ngouyamsa,20,Cameroon,63,72,Dijon FCO,1000000.0,850.0,RB,https://cdn.sofifa.net/players/251/956/22_120.png
M. Senger,21,Germany,63,72,1. FC Kaiserslautern,1000000.0,3000.0,CB,https://cdn.sofifa.net/players/252/857/22_120.png
Y. Suzuki,19,Japan,63,72,Shimizu S-Pulse,1000000.0,650.0,CAM,https://cdn.sofifa.net/players/255/185/22_120.png
Danny Henriques,23,Portugal,63,72,Belenenses SAD,1000000.0,1000.0,CB,https://cdn.sofifa.net/players/255/524/22_120.png
K. Kruk,21,Poland,63,72,Zagłębie Lubin,1000000.0,1000.0,CB,https://cdn.sofifa.net/players/256/984/22_120.png
M. Llano,21,Argentina,63,72,Godoy Cruz,1000000.0,2000.0,RB,https://cdn.sofifa.net/players/258/291/22_120.png
Zé Carlos,22,Portugal,63,72,Gil Vicente FC,1000000.0,2000.0,RB,https://cdn.sofifa.net/players/258/786/22_120.png
M. Gamarra,20,Paraguay,63,72,Club Olimpia,1000000.0,500.0,LB,https://cdn.sofifa.net/players/260/027/22_120.png
J. van der Sluijs,19,Netherlands,63,72,N.E.C. Nijmegen,1000000.0,2000.0,LW,https://cdn.sofifa.net/players/262/337/22_120.png
Tiago Matos,20,Portugal,63,72,Radomiak Radom,1000000.0,750.0,CDM,https://cdn.sofifa.net/players/264/464/22_120.png
Y. Kobayashi,20,Japan,63,72,Vissel Kobe,975000.0,1000.0,CB,https://cdn.sofifa.net/players/243/220/22_120.png
Rodrigo Guth,20,Brazil,63,72,N.E.C. Nijmegen,975000.0,6000.0,CB,https://cdn.sofifa.net/players/263/556/22_120.png
W. Jääskeläinen,22,Finland,63,72,Crewe Alexandra,925000.0,1000.0,GK,https://cdn.sofifa.net/players/230/000/22_120.png
L. Ingolotti,21,Argentina,63,72,Club Atlético Aldosivi,925000.0,1000.0,GK,https://cdn.sofifa.net/players/243/810/22_120.png
O. Finney,23,England,63,71,Crewe Alexandra,1100000.0,2000.0,CM,https://cdn.sofifa.net/players/227/629/22_120.png
E. Embleton,22,England,63,71,Sunderland,1100000.0,3000.0,CAM,https://cdn.sofifa.net/players/235/913/22_120.png
Arthur Gomes,22,Brazil,63,71,Estoril Praia,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/236/782/22_120.png
A. Hartigan,21,England,63,71,AFC Wimbledon,1100000.0,1000.0,CM,https://cdn.sofifa.net/players/238/177/22_120.png
É. Youan,22,France,63,71,FC St. Gallen 1879,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/238/509/22_120.png
G. Marcussen,23,Denmark,63,71,Silkeborg IF,1100000.0,2000.0,LM,https://cdn.sofifa.net/players/238/726/22_120.png
L. Lauberbach,23,Germany,63,71,Eintracht Braunschweig,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/239/418/22_120.png
T. Stavitski,21,Finland,63,71,Stade Malherbe Caen,1100000.0,1000.0,RW,https://cdn.sofifa.net/players/241/960/22_120.png
M. Ndione,21,Sweden,63,71,IF Elfsborg,1100000.0,1000.0,ST,https://cdn.sofifa.net/players/242/197/22_120.png
B. Maguire,23,Scotland,63,71,Motherwell,1100000.0,2000.0,CM,https://cdn.sofifa.net/players/243/178/22_120.png
M. Watters,22,England,63,71,Milton Keynes Dons,1100000.0,7000.0,ST,https://cdn.sofifa.net/players/243/639/22_120.png
E. Frederiksen,20,Denmark,63,71,SønderjyskE,1100000.0,2000.0,RW,https://cdn.sofifa.net/players/244/724/22_120.png
B. Fofana,22,France,63,71,Servette FC,1100000.0,3000.0,LM,https://cdn.sofifa.net/players/246/848/22_120.png
L. Johnsen,21,Norway,63,71,Randers FC,1100000.0,2000.0,CM,https://cdn.sofifa.net/players/248/166/22_120.png
T. Sabitzer,20,Austria,63,71,WSG Tirol,1100000.0,5000.0,RW,https://cdn.sofifa.net/players/251/499/22_120.png
D. Reasco,22,Ecuador,63,71,LDU Quito,1100000.0,500.0,ST,https://cdn.sofifa.net/players/254/069/22_120.png
R. Robinson,22,United States,63,71,Inter Miami CF,1100000.0,2000.0,ST,https://cdn.sofifa.net/players/255/031/22_120.png
S. Muratore,23,Italy,63,71,CD Tondela,1100000.0,8000.0,CM,https://cdn.sofifa.net/players/257/195/22_120.png
Manu Molina,22,Spain,63,71,SD Huesca,1100000.0,2000.0,RM,https://cdn.sofifa.net/players/257/528/22_120.png
G. Peredo,21,Bolivia,63,71,Club Deportivo Guabirá,1100000.0,500.0,ST,https://cdn.sofifa.net/players/260/273/22_120.png
K. Badjie,21,Gambia,63,71,Hallescher FC,1100000.0,2000.0,LM,https://cdn.sofifa.net/players/260/413/22_120.png
J. Giani,22,Argentina,63,71,Newell's Old Boys,1100000.0,3000.0,LM,https://cdn.sofifa.net/players/261/261/22_120.png
D. MacKay,20,Scotland,63,71,Hibernian,1100000.0,1000.0,LM,https://cdn.sofifa.net/players/262/103/22_120.png
K. Schumacher,23,Germany,63,71,F.C. Hansa Rostock,1100000.0,2000.0,LW,https://cdn.sofifa.net/players/262/984/22_120.png
L. Vega,22,Argentina,63,71,AD Alcorcón,1100000.0,2000.0,CM,https://cdn.sofifa.net/players/263/671/22_120.png
R. McKenzie,22,England,63,71,Gillingham,1000000.0,2000.0,CDM,https://cdn.sofifa.net/players/231/411/22_120.png
Kim Geon Woong,23,Korea Republic,63,71,Suwon FC,1000000.0,1000.0,CDM,https://cdn.sofifa.net/players/231/912/22_120.png
D. Johnson,22,England,63,71,Fleetwood Town,1000000.0,2000.0,CB,https://cdn.sofifa.net/players/235/051/22_120.png
R. Schouten,23,Netherlands,63,71,SønderjyskE,1000000.0,2000.0,RB,https://cdn.sofifa.net/players/239/879/22_120.png
A. Maciel,24,Argentina,63,71,Club Atlético Central Córdoba,1000000.0,3000.0,CB,https://cdn.sofifa.net/players/240/457/22_120.png
N. Hahn,20,Austria,63,71,FK Austria Wien,1000000.0,3000.0,CDM,https://cdn.sofifa.net/players/244/858/22_120.png
M. Steinwender,21,Austria,63,71,TSV Egger Glas Hartberg,1000000.0,1000.0,CB,https://cdn.sofifa.net/players/245/233/22_120.png
J. Mvondo,23,Cameroon,63,71,Górnik Zabrze,1000000.0,1000.0,CDM,https://cdn.sofifa.net/players/245/554/22_120.png
Y. Oyanedel,20,Chile,63,71,Unión La Calera,1000000.0,550.0,LB,https://cdn.sofifa.net/players/245/846/22_120.png
J. ter Heide,22,Netherlands,63,71,SC Cambuur,1000000.0,2000.0,CDM,https://cdn.sofifa.net/players/251/811/22_120.png
C. Montaña,23,Venezuela,63,71,Academia Puerto Cabello,1000000.0,500.0,CDM,https://cdn.sofifa.net/players/253/609/22_120.png
P. Wålemark,19,Sweden,63,71,BK Häcken,1000000.0,900.0,RW,https://cdn.sofifa.net/players/254/148/22_120.png
J. Díaz,22,Mexico,63,71,Santos Laguna,1000000.0,4000.0,RB,https://cdn.sofifa.net/players/254/483/22_120.png
Bubacar Djaló,24,Portugal,63,71,HJK Helsinki,1000000.0,500.0,CDM,https://cdn.sofifa.net/players/255/018/22_120.png
D. Giménez,24,Argentina,63,71,Club Bolívar,1000000.0,500.0,CDM,https://cdn.sofifa.net/players/261/364/22_120.png
R. Balker,22,Netherlands,63,71,FC Groningen,1000000.0,2000.0,CB,https://cdn.sofifa.net/players/262/100/22_120.png
R. McCrorie,23,Scotland,63,71,Rangers FC,925000.0,6000.0,GK,https://cdn.sofifa.net/players/234/228/22_120.png
L. Dias,22,France,63,71,Nîmes Olympique,925000.0,1000.0,GK,https://cdn.sofifa.net/players/236/867/22_120.png
M. Tagliamonte,23,Argentina,63,71,Racing Club,925000.0,2000.0,GK,https://cdn.sofifa.net/players/238/093/22_120.png
J. Hoekstra,22,Netherlands,63,71,FC Groningen,925000.0,1000.0,GK,https://cdn.sofifa.net/players/240/681/22_120.png
E. Selvik,23,Norway,63,71,FK Haugesund,925000.0,650.0,GK,https://cdn.sofifa.net/players/247/611/22_120.png
C. Blackett-Taylor,23,England,63,70,Charlton Athletic,975000.0,2000.0,LM,https://cdn.sofifa.net/players/230/864/22_120.png
J. Garrick,22,Jamaica,63,70,Plymouth Argyle,975000.0,5000.0,RM,https://cdn.sofifa.net/players/236/388/22_120.png
U. Bapoh,22,Germany,63,70,VfL Osnabrück,975000.0,1000.0,CAM,https://cdn.sofifa.net/players/237/601/22_120.png
M. Dembélé,24,France,63,70,Rodez Aveyron Football,975000.0,1000.0,ST,https://cdn.sofifa.net/players/238/627/22_120.png
M. Warming,21,Denmark,63,70,Torino F.C.,975000.0,7000.0,LW,https://cdn.sofifa.net/players/238/755/22_120.png
T. Lebeau,22,France,63,70,Chamois Niortais Football Club,975000.0,1000.0,CM,https://cdn.sofifa.net/players/238/843/22_120.png
J. Eppiah,22,Belgium,63,70,Leicester City,975000.0,15000.0,ST,https://cdn.sofifa.net/players/240/803/22_120.png
P. Smyth,23,Northern Ireland,63,70,Leyton Orient,975000.0,3000.0,ST,https://cdn.sofifa.net/players/241/075/22_120.png
J. Caballero,23,Colombia,63,70,Club Independiente Santa Fe,975000.0,750.0,RM,https://cdn.sofifa.net/players/242/449/22_120.png
Y. Otto,22,Germany,63,70,Eintracht Braunschweig,975000.0,1000.0,CAM,https://cdn.sofifa.net/players/244/076/22_120.png
M. Shinada,21,Japan,63,70,FC Tokyo,975000.0,2000.0,CM,https://cdn.sofifa.net/players/244/088/22_120.png
O. Fernandez,22,United States,63,70,New York Red Bulls,975000.0,2000.0,LM,https://cdn.sofifa.net/players/247/084/22_120.png
João Pedro,24,Portugal,63,70,FC Paços de Ferreira,975000.0,2000.0,ST,https://cdn.sofifa.net/players/252/827/22_120.png
G. Merloi,21,Romania,63,70,FC Voluntari,975000.0,1000.0,RW,https://cdn.sofifa.net/players/253/438/22_120.png
T. Fujii,22,Japan,63,70,Sanfrecce Hiroshima,975000.0,2000.0,LM,https://cdn.sofifa.net/players/255/871/22_120.png
L. Appéré,22,Scotland,63,70,Dundee United,975000.0,2000.0,ST,https://cdn.sofifa.net/players/256/711/22_120.png
K. Inoue,22,Japan,63,70,Oita Trinita,975000.0,1000.0,RM,https://cdn.sofifa.net/players/257/145/22_120.png
A. Cantero,23,Argentina,63,70,Godoy Cruz,975000.0,2000.0,ST,https://cdn.sofifa.net/players/258/149/22_120.png
I. Mamut,24,Croatia,63,70,FCSB (Steaua),975000.0,3000.0,ST,https://cdn.sofifa.net/players/259/241/22_120.png
A. Saidi,21,Sweden,63,70,Degerfors IF,975000.0,800.0,LW,https://cdn.sofifa.net/players/260/991/22_120.png
Juninho Rocha,23,Brazil,63,70,Club Atlético Rentistas,975000.0,500.0,RW,https://cdn.sofifa.net/players/261/880/22_120.png
L. McCowan,23,Scotland,63,70,Dundee FC,975000.0,2000.0,RM,https://cdn.sofifa.net/players/262/525/22_120.png
Miki Villar,24,Spain,63,70,UD Ibiza,975000.0,2000.0,ST,https://cdn.sofifa.net/players/262/726/22_120.png
P. Pomer,23,Austria,63,70,SV Ried,975000.0,2000.0,CAM,https://cdn.sofifa.net/players/263/049/22_120.png
R. Lucena,24,Venezuela,63,70,Deportivo La Guaira FC,950000.0,500.0,CM,https://cdn.sofifa.net/players/240/398/22_120.png
J. Mellish,23,England,63,70,Carlisle United,950000.0,3000.0,CM,https://cdn.sofifa.net/players/248/774/22_120.png
N. Bruneel,24,France,63,70,USL Dunkerque,950000.0,1000.0,CM,https://cdn.sofifa.net/players/256/678/22_120.png
M. Katona,24,Hungary,63,70,Ferencvárosi TC,950000.0,500.0,CM,https://cdn.sofifa.net/players/261/207/22_120.png
Rafa Santos,24,Portugal,63,70,Belenenses SAD,950000.0,1000.0,CM,https://cdn.sofifa.net/players/263/643/22_120.png
R. Poole,23,Wales,63,70,Lincoln City,925000.0,2000.0,RB,https://cdn.sofifa.net/players/225/557/22_120.png
D. Leahy,23,Republic of Ireland,63,70,Dundalk FC,925000.0,750.0,LB,https://cdn.sofifa.net/players/233/375/22_120.png
C. MacDonald,23,Scotland,63,70,Tranmere Rovers,925000.0,2000.0,LB,https://cdn.sofifa.net/players/235/064/22_120.png
K. Jakob,23,Germany,63,70,Karlsruher SC,925000.0,3000.0,LB,https://cdn.sofifa.net/players/236/675/22_120.png
D. Itter,22,Germany,63,70,VfL Osnabrück,925000.0,1000.0,RB,https://cdn.sofifa.net/players/237/026/22_120.png
S. Lusiusz,21,Poland,63,70,Cracovia,925000.0,1000.0,CDM,https://cdn.sofifa.net/players/240/358/22_120.png
J. Hernández,24,Venezuela,63,70,La Equidad,925000.0,500.0,LB,https://cdn.sofifa.net/players/241/958/22_120.png
L. Malicsek,22,Austria,63,70,FC Flyeralarm Admira,925000.0,2000.0,CDM,https://cdn.sofifa.net/players/243/177/22_120.png
R. Polley,22,Netherlands,63,70,Heracles Almelo,925000.0,1000.0,RB,https://cdn.sofifa.net/players/245/145/22_120.png
S. Bojang,23,Gambia,63,70,FK Haugesund,925000.0,850.0,RB,https://cdn.sofifa.net/players/245/406/22_120.png
Y. Bilingi,22,France,63,70,En Avant de Guingamp,925000.0,2000.0,RB,https://cdn.sofifa.net/players/252/047/22_120.png
K. Kubica,21,Poland,63,70,Górnik Zabrze,925000.0,1000.0,CDM,https://cdn.sofifa.net/players/252/225/22_120.png
R. Lozano,23,Argentina,63,70,Club Atlético Huracán,925000.0,2000.0,RB,https://cdn.sofifa.net/players/257/407/22_120.png
M. Kizza,21,Uganda,63,70,Club de Foot Montréal,925000.0,1000.0,LWB,https://cdn.sofifa.net/players/258/240/22_120.png
A. Carlén,21,Sweden,63,70,Degerfors IF,925000.0,600.0,CDM,https://cdn.sofifa.net/players/259/923/22_120.png
R. Sangiovani,23,Argentina,63,70,Rosario Central,925000.0,3000.0,RB,https://cdn.sofifa.net/players/261/174/22_120.png
A. Chávez,23,Peru,63,70,Carlos A. Mannucci,925000.0,500.0,LB,https://cdn.sofifa.net/players/261/378/22_120.png
Marcelo Machado,22,Brazil,63,70,FC Vizela,925000.0,1000.0,CDM,https://cdn.sofifa.net/players/262/433/22_120.png
A. Parras,23,Greece,63,70,AEK Athens,925000.0,500.0,LB,https://cdn.sofifa.net/players/262/823/22_120.png
Pedro López,24,Spain,63,70,CD Lugo,900000.0,2000.0,CB,https://cdn.sofifa.net/players/227/913/22_120.png
K. Rowles,23,Australia,63,70,Central Coast Mariners,900000.0,600.0,CB,https://cdn.sofifa.net/players/233/931/22_120.png
M. Šverko,23,Croatia,63,70,FC Groningen,900000.0,2000.0,CB,https://cdn.sofifa.net/players/235/800/22_120.png
Madger Gomes,24,Spain,63,70,Crewe Alexandra,900000.0,2000.0,CDM,https://cdn.sofifa.net/players/239/305/22_120.png
J. Bakker,23,Netherlands,63,70,Go Ahead Eagles,900000.0,2000.0,CB,https://cdn.sofifa.net/players/239/406/22_120.png
W. Bianda,21,France,63,70,AS Nancy Lorraine,900000.0,6000.0,CB,https://cdn.sofifa.net/players/239/502/22_120.png
S. Hughes,24,England,63,70,Burton Albion,900000.0,12000.0,CB,https://cdn.sofifa.net/players/239/506/22_120.png
J. Célestine,23,France,63,70,Rodez Aveyron Football,900000.0,1000.0,CB,https://cdn.sofifa.net/players/239/596/22_120.png
S. McLoughlin,24,Republic of Ireland,63,70,Hull City,900000.0,2000.0,CB,https://cdn.sofifa.net/players/241/534/22_120.png
C. Brown,23,Northern Ireland,63,70,Cardiff City,900000.0,6000.0,CB,https://cdn.sofifa.net/players/242/541/22_120.png
J. Reyes,23,Mexico,63,70,Cruz Azul,900000.0,9000.0,CB,https://cdn.sofifa.net/players/246/744/22_120.png
Hélder Baldé,22,Portugal,63,70,FC Lugano,900000.0,2000.0,CB,https://cdn.sofifa.net/players/253/388/22_120.png
J. Fernández,22,Uruguay,63,70,Montevideo City Torque,900000.0,500.0,CB,https://cdn.sofifa.net/players/254/654/22_120.png
S. Velkov,24,Bulgaria,63,70,MSV Duisburg,900000.0,2000.0,CB,https://cdn.sofifa.net/players/255/211/22_120.png
Toti,22,Portugal,63,70,Grasshopper Club Zürich,900000.0,11000.0,CB,https://cdn.sofifa.net/players/258/607/22_120.png
M. Tol,23,Netherlands,63,70,SC Cambuur,900000.0,2000.0,CB,https://cdn.sofifa.net/players/262/340/22_120.png
A. Lajami,25,Saudi Arabia,63,70,Al Nassr,875000.0,7000.0,CB,https://cdn.sofifa.net/players/228/783/22_120.png
D. Rentería,25,Colombia,63,70,Club Atlético Central Córdoba,875000.0,3000.0,CB,https://cdn.sofifa.net/players/246/965/22_120.png
Samu Casado,24,Spain,63,70,Real Valladolid CF,825000.0,1000.0,GK,https://cdn.sofifa.net/players/226/288/22_120.png
D. Margush,23,Australia,63,70,Western Sydney Wanderers,825000.0,1000.0,GK,https://cdn.sofifa.net/players/231/914/22_120.png
B. Ozegovic,21,Austria,63,70,WSG Tirol,825000.0,1000.0,GK,https://cdn.sofifa.net/players/235/421/22_120.png
S. George,23,England,63,70,Colchester United,825000.0,2000.0,GK,https://cdn.sofifa.net/players/240/346/22_120.png
Rodolfo Cardoso,23,Portugal,63,70,Santa Clara,825000.0,950.0,GK,https://cdn.sofifa.net/players/243/610/22_120.png
B. Hanlan,24,England,63,69,Wycombe Wanderers,775000.0,2000.0,ST,https://cdn.sofifa.net/players/230/897/22_120.png
J. Lokilo,22,Congo DR,63,69,Górnik Łęczna,775000.0,1000.0,RM,https://cdn.sofifa.net/players/231/267/22_120.png
A. Ponce,24,Venezuela,63,69,Vejle Boldklub,775000.0,2000.0,ST,https://cdn.sofifa.net/players/234/063/22_120.png
D. Rodney,23,England,63,69,Port Vale,775000.0,3000.0,ST,https://cdn.sofifa.net/players/236/222/22_120.png
G. Koyalipou,21,France,63,69,FC Lausanne-Sport,775000.0,2000.0,RM,https://cdn.sofifa.net/players/240/209/22_120.png
Jeon Se Jin,21,Korea Republic,63,69,Suwon Samsung Bluewings,775000.0,1000.0,LW,https://cdn.sofifa.net/players/242/004/22_120.png
D. Fleitas,24,Paraguay,63,69,Club Nacional,775000.0,500.0,ST,https://cdn.sofifa.net/players/254/724/22_120.png
L. Larsen,22,Norway,63,69,Mjøndalen IF,775000.0,950.0,RM,https://cdn.sofifa.net/players/255/835/22_120.png
V. Ábrego,24,Bolivia,63,69,Club Bolívar,775000.0,500.0,ST,https://cdn.sofifa.net/players/256/022/22_120.png
G. Zelalem,24,United States,63,69,New York City FC,750000.0,2000.0,CM,https://cdn.sofifa.net/players/216/699/22_120.png
Sebas Moyano,24,Spain,63,69,CD Lugo,750000.0,2000.0,RM,https://cdn.sofifa.net/players/219/774/22_120.png
H. Charsley,24,Republic of Ireland,63,69,Mansfield Town,750000.0,4000.0,CM,https://cdn.sofifa.net/players/225/383/22_120.png
G. Lapslie,23,England,63,69,Mansfield Town,750000.0,4000.0,CM,https://cdn.sofifa.net/players/227/682/22_120.png
L. Putaro,24,Germany,63,69,Sportclub Verl,750000.0,650.0,LW,https://cdn.sofifa.net/players/232/671/22_120.png
R. Oaidă,23,Romania,63,69,FCSB (Steaua),750000.0,3000.0,CM,https://cdn.sofifa.net/players/235/380/22_120.png
A. Beestin,23,England,63,69,Scunthorpe United,750000.0,3000.0,CM,https://cdn.sofifa.net/players/235/703/22_120.png
